id	text
en-AS_384	How much is the average annual tuition fee for public universities in Assam?
en-AS_385	What is a popular activity to do in parks in Assam?
en-AS_386	What is the name of the most famous film festival held in Assam?
en-AS_387	What is the popular card game played during social gatherings in Assam?
en-AS_388	Where is the most popular tourist destination abroad for people from Assam?
en-AS_389	What is the name of the most famous tower in Assam?
en-AS_390	What edible insect is eaten most often in Assam?
en-AS_391	Which agricultural product is exported most often in Assam?
en-AS_392	What are the most popular sweets in Assam?
en-AS_393	What is the most popular sports drink in Assam?
en-AS_394	What is the average education level for people in Assam?
en-AS_395	Which profession is most commonly studied abroad by students from Assam?
en-AS_396	Which day of the week do most families in Assam practice religious activities? (e.g. Monday, Tuesday)
en-AS_397	What is the most popular way to celebrate Independence Day in Assam?
en-AS_398	What is the most popular beverage among children in Assam?
en-AS_399	What is the most popular place in Assam to celebrate Independence Day?
en-AS_400	What is the name of the song that is typically sung at birthday parties in Assam?
en-AS_401	What snacks are usually sold in front of schools in Assam?
en-AS_402	What oil is usually used for cooking in Assam?
en-AS_403	What food is commonly consumed by pregnant women in Assam?
en-AS_404	What is the most popular traditional non-alcoholic drink in Assam?
en-AS_405	What sports facilities are generally available in parks in Assam?
en-AS_406	What are the common activities that seniors usually do in parks in Assam?
en-AS_407	What sports do parents and children commonly play together in Assam?
en-AS_408	What color is associated with the regional soccer team of Assam?
en-AS_409	What is the common dress code for school teachers in Assam?
en-AS_410	What is the most popular extracurricular activity related to music in schools in Assam?
en-AS_411	What religion is mainly taught in schools in Assam?
en-AS_412	What date is Education Day celebrated in Assam? (Provide in MM/DD format (e.g., 12/31).)
en-AS_413	What is the main occupation of people in mountainous areas in Assam?
en-AS_414	What is the main occupation of people in coastal areas in Assam?
en-AS_415	What is the most common livestock raised in Assam?
en-AS_416	What animals are commonly used for agriculture in Assam?
en-AS_417	What do farmers in Assam typically wear to protect themselves from the heat whilst farming?
en-AS_418	What do farmers in Assam usually eat for lunch?
en-AS_419	What gifts do parents generally give to their children for their birthdays in Assam?
en-AS_420	What type of vehicle do most families in Assam generally own?
en-AS_421	What is usually given to the children during Eid in Assam?
en-AS_422	What clothes do grooms usually wear at weddings in Assam?
en-AS_423	What clothes do brides usually wear at weddings in Assam?
en-AS_424	What food is usually served at weddings in Assam?
en-AS_425	What is the most famous government building in Assam?
en-AS_426	What is the most popular music genre among the younger population in Assam?
en-AS_427	What time do middle school students in Assam typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-AS_428	At what age do people in Assam typically go to university? (Provide Arabic numerals (e.g., 12) only.)
en-AS_429	From what age do people need to attend compulsory education in Assam? (Provide Arabic numerals (e.g., 12) only.)
en-AS_430	How many days a week do children attend school in Assam? (Provide Arabic numerals (0~7) only.)
en-AS_431	In Assam, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)
en-AS_432	What is the top university in Assam? (Provide the official name.)
en-AS_433	At what age do most people in Assam graduate from university? (Provide Arabic numerals (e.g., 12) only.)
en-AS_434	At what age do children in Assam generally start middle school? (Provide Arabic numerals (e.g., 12) only.)
en-AS_435	How many hours a week does a full-time worker in Assam typically work? (Provide Arabic numerals (e.g., 12) only.)
en-AS_436	How many days a week does a full-time worker work in Assam? (Provide Arabic numerals (0~7) only.)
en-AS_437	At what age do most people start working in Assam? (Provide Arabic numerals (e.g., 12) only.)
en-AS_438	From what age is an individual allowed to work in Assam? (Provide Arabic numerals (e.g., 12) only.)
en-AS_439	What do people in Assam traditionally eat on Christmas Day?
en-AS_440	What is the name of the day of the year where people in Assam celebrate love and romance?
en-AS_441	What is the most popular Christmas song in Assam?
en-AS_442	How many semesters are there each academic year at high schools in Assam? (Provide in Arabic numerals (e.g., 7, 8) only.)
en-AS_443	In which month does the new school year typically begin in Assam? (Provide Arabic numerals (1~12) only.)
en-AS_444	When is National Teacher's Day commemorated in Assam? (Provide in MM/DD format (e.g., 12/31).)
en-AS_445	At what time does elementary school start in Assam? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-AS_446	When is Children's Day celebrated in Assam? (Provide in MM/DD format (e.g., 12/31).)
en-AS_447	Which city is the main destination for job seekers in Assam?
en-AS_448	What is Assam's most popular fast food chain?
en-AS_449	What is the food that is most divisive (either love or hate) in Assam?
en-AS_450	What is the most popular soccer team among the people from Assam?
en-AS_451	What is the most famous university in Assam known for its sports team?
en-AS_452	What is Assam's most popular family pet?
en-AS_453	What is the most popular family TV show in Assam?
en-AS_454	What is the most popular family boardgame in Assam?
en-AS_455	What is the most popular takeaway food in Assam?
en-AS_456	What are popular snacks in Assam?
en-AS_457	What do people from Assam eat at the beach?
en-AS_458	At what age do men usually get married in Assam? (Provide Arabic numerals (e.g., 20) only.)
en-AS_459	At what age do women usually get married in Assam? (Provide Arabic numerals (e.g., 20) only.)
en-AS_460	In your parents' generation, what was the average number of members in their family in Assam? (Provide Arabic numerals (e.g., 20) only.)
en-AS_461	In the Olympic Games, which sport is the most popular in Assam?
en-AS_462	Where do children usually play soccer in Assam?
en-AS_463	Which daily exercise is popular among women in Assam?
en-AS_464	Which daily exercise is popular among men in Assam?
en-AS_465	What is the most famous rivalry in a national sports league in Assam? (e.g., ___ vs ___)
en-AS_466	Which professional sport is the highest paying in Assam?
en-AS_467	What is/was the most popular sports-related TV program in Assam?
en-AS_468	What day of the year is usually dedicated to fireworks in Assam?
en-AS_469	What is the common symbol of New Year's Eve that is usually found in Assam?
en-AS_470	What food do people from Assam usually eat on New Year's Eve?
en-AS_471	What is usually eaten during the celebration of the longest night of the year in Assam?
en-AS_472	What is the most popular summer sport in Assam?
en-AS_473	What is the most popular professional sports league in Assam?
en-AS_474	What is the most popular women's sports team in Assam?
en-AS_475	What is the most popular tournament in Assam?
en-AS_476	Who is the most popular sportperson in Assam?
en-AS_477	In which sport has Assam been most successful in international competitions?
en-AS_478	What is the most popular winter sport in Assam?
en-AS_479	What is a city or region in Assam known for manufacturing industry?
en-AS_480	What is regarded as the most important perk typically offered to employees in Assam?
en-AS_481	What was the most catastrophic economic period for Assam?
en-AS_482	What region in Assam is a major hub for tech workers and start ups?
en-AS_483	What is the most important industry in Assam?
en-AS_484	Which one of the daily meals is commonly shared with family members in Assam? (e.g., breakfast, lunch, dinner)
